;;;;;;;;;;;;;;18/6/2024;3/8/2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;776;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;1619;1483;;;;;;;;;;;;;;;;
;;;;;;;;;;$ 5.765.176;$ 12.491.307.393;;;;;COSTO;;;;;;;;;;;;;;;
 N° ; DOMINIO ; MARCA ; MODELO  ; Vendedor ; MOTOR ; AÑO ; COLOR ; KM ; Proveedor ; NRO OPERACIÓN ; PRECIO INFOAUTO COMPRA ; POSICION ; ESTADO ; Fecha compra ; Fecha venta ;COMPRA;FLETE;GASTOS PREPARACION;Patentes - Bajas;Otros Gastos;Costo;Ref. Costo / Info;Total Gastos;;;;;;;;
303;LOF913;VW;CROSSFOX 1.6 COMFORTLINE;;NAFTA;2012;GRIS OSCURO;105.000;-;-;;Vendido;Vendido;27/7/2020;10/8/2020;$ 380.000;;;;;$ 380.000;$ 0;$ 0;;;;;;;;
304;JGX164;NISSAN;FRONTIER LE 4X4 CU;;DIESEL;2010;CHAMPAGNE;111.000;-;-;;Vendido;Vendido;;5/8/2020;$ 546.000;$ 5.000;$ 24.000;;;$ 575.000;$ 29.000;$ 29.000;;;;;;;;
305;AE025FN;RENAULT;NUEVO SANDERO EXPRESSION 1.6;;NAFTA;2019;GRIS CUARZO;0KM PAT;-;-;;Vendido;Vendido;18/8/2020;18/8/2020;$ 630.000;$ 5.000;;;;$ 635.000;$ 5.000;$ 5.000;;;;;;;;
306;AD807VE;RENAULT;Duster Oroch Dynamique 2.0 4x4;;NAFTA;2019;GRIS ETOILE;0KM PAT;-;-;;Vendido;Vendido;18/8/2020;18/8/2020;$ 1.190.000;$ 5.000;;;;$ 1.195.000;$ 5.000;$ 5.000;;;;;;;;
307;AD811DU;RENAULT;Duster Oroch Dynamique 2.0 4x2;;NAFTA;2019;BLANCO GLACIAR;0KM PAT;-;-;;Vendido;Vendido;1/8/2020;1/8/2020;$ 1.070.000;$ 5.000;$ 2.000;;;$ 1.077.000;$ 7.000;$ 7.000;;;;;;;;
308;AB001UL;RENAULT;DUSTER OROCH DYNAMIQUE 1.6;;NAFTA;2017;VERDE ESMERALDA;17.000;-;-;;Vendido;Vendido;1/8/2020;10/8/2020;$ 600.000;$ 5.000;$ 7.000;;;$ 612.000;$ 12.000;$ 12.000;;;;;;;;
309;AA145NN;NISSAN;FRONTIER 2.3 LE 4X2 MT;;NAFTA;2016;GRIS OSCURO;75.000;-;-;;Vendido;Vendido;8/8/2020;8/8/2020;$ 1.040.000;$ 5.000;$ 15.000;;;$ 1.060.000;$ 20.000;$ 20.000;;;;;;;;
310;AE001UR;RENAULT;NUEVO SANDERO EXPRESSION 1.6;;NAFTA;2019;GRIS ACERO;0;-;-;;Vendido;Vendido;29/7/2020;5/9/2020;$ 615.000;$ 5.000;;;;$ 620.000;$ 5.000;$ 5.000;;;;;;;;
311;AD838PS;RENAULT;Duster Oroch Dynamique 2.0 4x4;;NAFTA;2019;VERDE ESMERALDA;0;-;-;;Vendido;Vendido;29/8/2020;29/8/2020;$ 1.190.000;$ 5.000;;;;$ 1.195.000;$ 5.000;$ 5.000;;;;;;;;
312;AC770ZJ;RENAULT;CAPTUR INTENS 1.6 CVT;;NAFTA;2018;marfil + negro;27.000;-;-;;Vendido;Vendido;10/7/2020;29/8/2020;$ 910.000;$ 5.000;$ 23.700;;;$ 938.700;$ 28.700;$ 28.700;;;;;;;;
313;PLT001;TOYOTA;COROLLA XEI;;NAFTA;2016;BLANCO;100.000;-;-;;Vendido;Vendido;10/6/2020;28/8/2020;$ 632.320;$ 5.000;;;;$ 637.320;$ 5.000;$ 5.000;;;;;;;;
314;OID991;MERCEDES BENZ;SPRINTER 411 CDI;;DIESEL;2014;BLANCO;300.000;-;-;;Vendido;Vendido;10/8/2020;28/8/2020;$ 786.460;$ 10.000;$ 3.500;;;$ 799.960;$ 13.500;$ 13.500;;;;;;;;
315;HKK876;VW;BORA 2.0 TRENDLINE;;NAFTA;2008;NEGRO;140.000;-;-;;Vendido;Vendido;6/6/2020;27/8/2020;$ 280.000;;$ 25.382;;;$ 305.382;$ 25.382;$ 25.382;;;;;;;;
316;FIG939;FIAT;PALIO 1.8 3P HLX;;GNC;2006;BORDO;140.000;-;-;;Vendido;Vendido;23/7/2020;27/8/2020;$ 170.000;;$ 8.900;;;$ 178.900;$ 8.900;$ 8.900;;;;;;;;
317;AD980CA;RENAULT;STEPWAY PRIVILEGE 1.6 16V;;NAFTA;2019;BLANCO GLACIAR;0;-;-;;Vendido;Vendido;20/7/2020;25/8/2020;$ 840.000;$ 5.000;;;;$ 845.000;$ 5.000;$ 5.000;;;;;;;;
318;PLE285;RENAULT;CLIO MIO 3 P EXPRESSION;;NAFTA;2015;GRIS ACERO;29.000;-;-;;Vendido;Vendido;19/8/2020;24/8/2020;$ 380.000;;;;;$ 380.000;$ 0;$ 0;;;;;;;;
319;AB946IM;PEUGEOT;2008 SPORT 1.6 THP;;NAFTA;2017;BORDO;18.300;-;-;;Vendido;Vendido;20/7/2020;24/8/2020;$ 770.000;$ 5.000;;;;$ 775.000;$ 5.000;$ 5.000;;;;;;;;
320;AE287SM;NISSAN;KICKS 1.6 SENSE MT (MY20);;NAFTA;2020;GRIS;0;-;-;;Vendido;Vendido;19/8/2020;19/8/2020;$ 1.420.434;$ 5.000;;;;$ 1.425.434;$ 5.000;$ 5.000;;;;;;;;
321;AC116RF;RENAULT;DUSTER OROCH DYNAMIQUE 1.6;;NAFTA;2017;BLANCO GLACIAR;41.000;-;-;;Vendido;Vendido;20/7/2020;19/8/2020;$ 600.000;$ 5.000;;;;$ 605.000;$ 5.000;$ 5.000;;;;;;;;
322;AE262XP;NISSAN;KICKS 1.6 SENSE MT (MY20);;NAFTA;2020;METALIC RED;0;-;-;;Vendido;Vendido;19/8/2020;19/8/2020;$ 1.420.434;$ 5.000;;;;$ 1.425.434;$ 5.000;$ 5.000;;;;;;;;
323;AA915PZ;NISSAN;MARCH ADVANCE PURE DRIVE F2;;NAFTA;2017;GRIS OSCURO;21.000;-;-;;Vendido;Vendido;10/8/2020;21/8/2020;$ 483.600;$ 5.000;;;;$ 488.600;$ 5.000;$ 5.000;;;;;;;;
324;AB666XE;CHEVROLET;TRACKER 1.8 AWD 4X4 LTZ +;;NAFTA;2017;BLANCO;45.000;-;-;;Vendido;Vendido;20/7/2020;27/11/2020;$ 811.200;$ 5.000;$ 21.400;;;$ 837.600;$ 26.400;$ 26.400;;;;;;;;
325;H2020;TOYOTA;HILUX SRX DC 4X4 AT;;NAFTA;2020;GRIS PLATA;0;-;-;;Vendido;Vendido;11/9/2020;11/9/2020;$ 3.509.100;;;;;$ 3.509.100;$ 0;$ 0;;;;;;;;
326;AB630HT;CITROEN;C3 AIRCROSS FEEL AT;;NAFTA;2017;BLANCO;43.400;-;-;;Vendido;Vendido;10/8/2020;16/9/2020;$ 677.040;$ 5.000;;;;$ 682.040;$ 5.000;$ 5.000;;;;;;;;
327;JCG476;VW;NEW BEETLE ADVANCE;;NAFTA;2010;NEGRO;80.000;-;-;;Vendido;Vendido;20/5/2020;18/9/2020;$ 350.000;$ 5.000;$ 21.900;;;$ 376.900;$ 26.900;$ 26.900;;;;;;;;
328;AD070FE;TOYOTA;ETIOS 1.5 4 PTAS XLS 6MT L/18;;NAFTA;2018;BLANCO;37.900;-;-;;Vendido;Vendido;20/7/2020;18/9/2020;$ 634.400;$ 5.000;$ 2.500;;;$ 641.900;$ 7.500;$ 7.500;;;;;;;;
329;P2020;CHEVROLET;PRISMA LS JOY;;NAFTA;2020;GRIS PLATA;0;-;-;;Vendido;Vendido;23/9/2020;23/9/2020;$ 780.000;;;;;$ 780.000;$ 0;$ 0;;;;;;;;
330;IGN611;RENAULT;STEPWAY CONFORT 1.6 16V;;NAFTA;2009;ROJO FUEGO;88.000;-;-;;Vendido;Vendido;24/6/2020;28/9/2020;$ 280.000;;$ 3.380;;;$ 283.380;$ 3.380;$ 3.380;;;;;;;;
331;AB295HA;RENAULT;NUEVO SANDERO RS;;NAFTA;2017;ROJO VIVO;21.000;-;-;;Vendido;Vendido;10/8/2020;29/9/2020;$ 618.800;$ 5.000;$ 23.000;;;$ 646.800;$ 28.000;$ 28.000;;;;;;;;
332;NJR683;PEUGEOT;408 ALLURE 2,0;;NAFTA;2014;BLANCO;87.000;-;-;;Vendido;Vendido;10/8/2020;29/9/2020;$ 539.760;$ 5.250;$ 16.030;;;$ 561.040;$ 21.280;$ 21.280;;;;;;;;
333;IJP551;CHEVROLET;MERIVA 1.8 GL PLUS;;GNC;2010;GRIS;200.000;-;-;;Vendido;Vendido;23/7/2020;29/9/2020;$ 255.000;;$ 15.000;;;$ 270.000;$ 15.000;$ 15.000;;;;;;;;
334;MEE078;CITROEN;C3 1.6 AIRCROSS SX PACK HIGH;;NAFTA;2013;NEGRO;105.000;-;-;;Vendido;Vendido;21/8/2020;29/9/2020;$ 450.000;;$ 590;;;$ 450.590;$ 590;$ 590;;;;;;;;
335;AD648PH;RENAULT;NUEVO LOGAN AUTHENTIQUE 1.6;;NAFTA;2019;BLANCO;0;-;-;;Vendido;Vendido;20/7/2020;23/9/2020;$ 630.000;$ 5.000;-$ 2.000;;;$ 633.000;$ 3.000;$ 3.000;;;;;;;;
336;AA832ZX;CHEVROLET;SPIN 1.8 N 7P LTZ M/T;;NAFTA;2016;GRIS PLOMO;63.200;-;-;;Vendido;Vendido;20/7/2020;30/9/2020;$ 612.000;$ 5.000;$ 8.500;;;$ 625.500;$ 13.500;$ 13.500;;;;;;;;
337;C2020;TOYOTA;COROLLA XEI CVT;;NAFTA;2020;GRIS;0;-;-;;Vendido;Vendido;16/10/2020;16/10/2020;$ 2.024.092;;;;;$ 2.024.092;$ 0;$ 0;;;;;;;;
338;AD768FH;RENAULT;DUSTER OROCH 2.0 DYNAMIQUE 4X2;;NAFTA;2019;GRIS ETOILE;0;-;-;;Vendido;Vendido;20/5/2020;15/10/2020;$ 910.000;$ 5.000;$ 39.500;;;$ 954.500;$ 44.500;$ 44.500;;;;;;;;
339;AD768FD;RENAULT;DUSTER 2.0 PRIVILEGE 4X4;;NAFTA;2019;BROWN;0;-;-;;Vendido;Vendido;14/10/2020;14/10/2020;$ 1.415.000;$ 5.000;$ 15.450;;;$ 1.435.450;$ 20.450;$ 20.450;;;;;;;;
340;AD789BU;RENAULT;DUSTER OROCH 2.0 DYNAMIQUE 4X4;;NAFTA;2019;VERDE ESMERALDA;0;-;-;;Vendido;Vendido;7/10/2020;7/10/2020;$ 1.260.000;$ 5.000;;;;$ 1.265.000;$ 5.000;$ 5.000;;;;;;;;
341;AC572SZ;CHEVROLET;PRISMA LT;;NAFTA;2018;BLANCO;34.300;-;-;;Vendido;Vendido;20/7/2020;9/10/2020;$ 524.000;$ 5.000;;;;$ 529.000;$ 5.000;$ 5.000;;;;;;;;
342;AA703EX;RENAULT;DUSTER OROCH 1.6 OUTSIDER;;NAFTA;2016;GRIS ETOILE;80.000;-;-;;Vendido;Vendido;20/6/2020;10/10/2020;$ 609.000;;;;;$ 609.000;$ 0;$ 0;;;;;;;;
343;AA874UO;RENAULT;CAPTUR ZEN 2.0;;NAFTA;2017;BLANCO GLACIAR;70.000;-;-;;Vendido;Vendido;20/8/2020;10/10/2020;$ 754.770;$ 5.000;;;;$ 759.770;$ 5.000;$ 5.000;;;;;;;;
344;AE318OE;NISSAN;SENTRA 1.8 ADVANCE PURE DRIVE MT;;NAFTA;2020;GRIS;0;-;-;;Vendido;Vendido;17/10/2020;17/10/2020;$ 1.500.000;$ 5.000;;;;$ 1.505.000;$ 5.000;$ 5.000;;;;;;;;
345;KPF737;VW;GOL TREND 1.6 PK1 PL 5 PTAS;;NAFTA;2011;NEGRO;80.000;-;-;;Vendido;Vendido;20/8/2020;17/10/2020;$ 250.120;$ 5.000;$ 28.000;;;$ 283.120;$ 33.000;$ 33.000;;;;;;;;
346;KI2020;NISSAN;KICKS ADVANCE MT;;NAFTA;2020;ROJA;0;-;-;;Vendido;Vendido;20/10/2020;20/10/2020;$ 1.722.000;$ 5.000;;;;$ 1.727.000;$ 5.000;$ 5.000;;;;;;;;
347;AD807VR;RENAULT;DUSTER OROCH 2.0 DYNAMIQUE 4X4;;NAFTA;2019;BLANCO GLACIAR;0;-;-;;Vendido;Vendido;24/10/2020;24/10/2020;$ 1.400.000;$ 5.000;;;;$ 1.405.000;$ 5.000;$ 5.000;;;;;;;;
348;AB718UD;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2017;GRIS ACERO;44.000;-;-;;Vendido;Vendido;10/9/2020;26/10/2020;$ 939.807;$ 5.000;;;;$ 944.807;$ 5.000;$ 5.000;;;;;;;;
349;PEB819;RENAULT;CLIO MIO 5 PTAS DYNAMIQUE SAT;;NAFTA;2015;NEGRO NACRE;37.200;-;-;;Vendido;Vendido;10/10/2020;27/10/2020;$ 327.600;$ 5.000;$ 5.000;;;$ 337.600;$ 10.000;$ 10.000;;;;;;;;
350;MHA008;VW;GOL 1.4L 5P POWER;;NAFTA;2013;NEGRO;70.000;-;-;;Vendido;Vendido;8/7/2020;29/10/2020;$ 229.400;;$ 13.500;;;$ 242.900;$ 13.500;$ 13.500;;;;;;;;
351;KA2020;RENAULT;KANGOO CONFORT 1,6 SCE 5 A;;NAFTA;2020;GRIS CUARZO;0;-;-;;Vendido;Vendido;30/10/2020;30/10/2020;$ 1.310.000;$ 5.000;;;;$ 1.315.000;$ 5.000;$ 5.000;;;;;;;;
352;LWE794;RENAULT;DUSYTER 1.6 4X2 CONFORT;;GNC;2012;AZUL CREPUSCULO;150.000;-;-;;Vendido;Vendido;29/8/2020;30/10/2020;$ 440.000;;$ 28.000;;;$ 468.000;$ 28.000;$ 28.000;;;;;;;;
353;AA842MA;NISSAN;MARCH ADVANCE PURE DRIVE;;NAFTA;2017;GRIS CLARO;41.000;-;-;;Vendido;Vendido;20/9/2020;4/11/2020;$ 592.800;$ 5.000;;;;$ 597.800;$ 5.000;$ 5.000;;;;;;;;
354;FYT649;HONDA;FIT LX AUTOMATICO;;NAFTA;2006;GRIS;200.000;-;-;;Vendido;Vendido;16/9/2020;4/11/2020;$ 249.500;;;;;$ 249.500;$ 0;$ 0;;;;;;;;
355;JSL466;VW;VOYAGE 1.6 COMFORTLINE;;NAFTA;2011;GRIS;151.000;-;-;;Vendido;Vendido;30/9/2020;4/11/2020;$ 309.000;;$ 1.800;;;$ 310.800;$ 1.800;$ 1.800;;;;;;;;
356;AA861SA;RENAULT; STEPWAY PRIVILEGE;;NAFTA;2017;GRIS ETOILE;19.400;-;-;;Vendido;Vendido;5/11/2020;10/11/2020;$ 632.320;$ 5.000;$ 1.500;;;$ 638.820;$ 6.500;$ 6.500;;;;;;;;
357;AA986YH;NISSAN;FRONTIER CD X-GEAR 2.3 D 4X4;;DIESEL;2020;GRIS;0;-;-;;Vendido;Vendido;12/11/2020;12/11/2020;$ 2.608.036;$ 5.000;;;;$ 2.613.036;$ 5.000;$ 5.000;;;;;;;;
358;AE478VY;TOYOTA;HILUX SRX 4X4 DC AT 2.8;;DIESEL;2017;NEGRO;95.000;-;-;;Vendido;Vendido;11/9/2020;12/11/2020;$ 2.500.000;;$ 83.200;;;$ 2.583.200;$ 83.200;$ 83.200;;;;;;;;
359;AC585GI;FIAT;CRONOS 1.3 DRIVE MT;;NAFTA;2018;VERDE OSCURO;17.900;-;-;;Vendido;Vendido;5/10/2020;17/11/2020;$ 572.000;$ 5.000;;;;$ 577.000;$ 5.000;$ 5.000;;;;;;;;
360;AE425BL;RENAULT;KWID 1.0 ZEN;;NAFTA;2020;VAINILLA;0;-;-;;Vendido;Vendido;22/11/2020;22/11/2020;$ 839.500;$ 5.000;;;;$ 844.500;$ 5.000;$ 5.000;;;;;;;;
361;PAL765;FORD;ECOSPORT 1.6 FREESTYLE;;NAFTA;2015;BEIGE;76.900;-;-;;Vendido;Vendido;10/8/2020;22/11/2020;$ 595.920;$ 5.000;;;;$ 600.920;$ 5.000;$ 5.000;;;;;;;;
362;AE454OQ;NISSAN;FRONTIER CD  S 4 X 4  MT;;DIESEL;2020;BLANCO;0;-;-;;Vendido;Vendido;27/11/2020;27/11/2020;$ 2.400.000;$ 5.000;;;;$ 2.405.000;$ 5.000;$ 5.000;;;;;;;;
363;MXS239;TOYOTA;HILUX SRV 3.0 TDI 4X4 AT;;DIESEL;2013;BLANCO;133.000;-;-;;Vendido;Vendido;20/8/2020;27/11/2020;$ 1.265.000;$ 5.000;$ 34.177;;;$ 1.304.177;$ 39.177;$ 39.177;;;;;;;;
364;AD181VF;NISSAN;KICKS ADVANCE CVT;;NAFTA;2018;GRIS PLATA;14.620;-;-;;Vendido;Vendido;28/11/2020;28/11/2020;$ 1.502.800;$ 5.000;;;;$ 1.507.800;$ 5.000;$ 5.000;;;;;;;;
365;NDU052;AUDI;A5 SPORTBACK 2.0 T FSI LUXURY GPS;;NAFTA;2013;BLANCO;108.500;-;-;;Vendido;Vendido;10/10/2020;10/10/2020;$ 1.300.000;;$ 38.704;;;$ 1.338.704;$ 38.704;$ 38.704;;;;;;;;
366;AE520FM;NISSAN;FRONTIER CD LE 2.3 D 4X4 AT;;DIESEL;2020;AZUL;0;-;-;;Vendido;Vendido;10/12/2020;10/12/2020;$ 3.373.488;$ 5.000;;;;$ 3.378.488;$ 5.000;$ 5.000;;;;;;;;
367;AB224OF.;VW;FOX;1.6 CONFORTLINE 5 PTAS;NAFTA;2017;AZUL;31.000;-;-;;Vendido;Vendido;19/8/2020;28/12/2020;$ 579.000;;;;;$ 579.000;$ 0;$ 0;;;;;;;;
368;WTV026;CITROEN;MEHARI;;NAFTA;1975;BLANCO;;-;-;;Vendido;Vendido;8/8/2020;30/11/2020;$ 275.000;;;;$ 947;$ 275.947;$ 947;$ 947;;;;;;;;
369;AA598JU;CHEVROLET;CLASSIC LS;;NAFTA;2016;BLANCO;60.000;-;-;;Vendido;Vendido;5/9/2020;30/11/2020;$ 335.000;;$ 12.500;;;$ 347.500;$ 12.500;$ 12.500;;;;;;;;
370;AA046OZ;RENAULT;OROCH 1.6 DYNAMIQUE;;NAFTA;2016;NEGRO;59.000;-;-;;Vendido;Vendido;;12/12/2020;;$ 5.000;$ 30.500;;;$ 35.500;$ 35.500;$ 35.500;;;;;;;;
371;XR150;HONDA;XR 150;;NAFTA;2019;;0;-;-;;Vendido;Vendido;;8/1/2021;$ 92.190;$ 1.500;;;;$ 93.690;$ 1.500;$ 1.500;;;;;;;;
372;MUT241;FIAT;UNO WAY;;NAFTA;2013;ROJO;100.000;-;-;;Vendido;Vendido;17/11/2020;30/12/2020;$ 400.000;;$ 3.500;;;$ 403.500;$ 3.500;$ 3.500;;;;;;;;
373;AD151BU;RENAULT;CAPTUR ZEN 2.0;;NAFTA;2018;GRIS ACERO;;-;-;;Vendido;Vendido;10/10/2020;16/12/2020;$ 977.600;$ 5.000;;;;$ 982.600;$ 5.000;$ 5.000;;;;;;;;
374;AE407EX;RENAULT;CAPTUR 1.6 INTENS CVT;;NAFTA;2020;GRIES + NEGRO;0;-;-;;Vendido;Vendido;5/1/2021;5/1/2021;$ 2.155.000;$ 5.000;;;;$ 2.160.000;$ 5.000;$ 5.000;;;;;;;;
375;AD362AA;RENAULT;DUSTER PH2 DYNAMIQUE 1.6;;NAFTA;2018;BLANCO GLACIAR;;-;-;;Vendido;Vendido;1/1/2021;7/1/2021;$ 914.960;$ 5.000;;;;$ 919.960;$ 5.000;$ 5.000;;;;;;;;
376;AB704OQ;PEUGEOT;2008 SPORT 1.6 THP;;NAFTA;2017;BLANCO;37.000;-;-;;Vendido;Vendido;10/11/2020;13/1/2021;$ 881.920;$ 5.000;$ 11.100;;;$ 898.020;$ 16.100;$ 16.100;;;;;;;;
377;OGK654;FIAT;PALIO SPORTING 1.6 16V;;NAFTA;2016;BLANCO;100.000;-;-;;Vendido;Vendido;29/6/2020;14/1/2021;$ 410.000;;$ 6.500;;;$ 416.500;$ 6.500;$ 6.500;;;;;;;;
378;AB457QY;NISSAN;MARCH ADVANCE PURE DRIVE;;NAFTA;2017;AZUL;30.000;-;-;;Vendido;Vendido;10/10/2020;14/1/2021;$ 624.000;$ 5.000;;;;$ 629.000;$ 5.000;$ 5.000;;;;;;;;
379;AB549NO;RENAULT;DUSTER 2.0 PRIVILEGE;;NAFTA;2017;BLANCO GLACIAR;31.600;-;-;;Vendido;Vendido;1/1/2021;14/1/2021;$ 832.000;$ 5.000;;;;$ 837.000;$ 5.000;$ 5.000;;;;;;;;
380;AA327IP;RENAULT;NUEVO SANDERO 1.6 8V DYNAMIQUE;;NAFTA;2016;BLANCO GLACIAR;46.000;-;-;;Vendido;Vendido;10/10/2020;14/1/2021;$ 453.535;$ 5.000;$ 15.000;;;$ 473.535;$ 20.000;$ 20.000;;;;;;;;
381;MUZ877;NISSAN;X-TRAIL 2.5 4X4 ACENTA;;NAFTA;2013;BLANCO;122.800;-;-;;Vendido;Vendido;10/8/2020;14/1/2021;$ 728.000;$ 5.000;$ 25.000;;;$ 758.000;$ 30.000;$ 30.000;;;;;;;;
382;PGV527;FORD;ECOSPORT FREESTYLE 1.6L MT;;NAFTA;2015;BLANCO;85.000;-;-;;Vendido;Vendido;19/8/2020;15/1/2021;$ 679.000;;;;;$ 679.000;$ 0;$ 0;;;;;;;;
383;AE425BM;RENAULT;KWID 1.0 INTENS;;NAFTA;2020;VAINILLA;0;-;-;;Vendido;Vendido;15/12/2020;15/12/2020;$ 965.850;$ 5.000;;;;$ 970.850;$ 5.000;$ 5.000;;;;;;;;
384;K2021;NISSAN;KICKS EXCLUSIVE CVT;;NAFTA;2021;ROJA;0;-;-;;Vendido;Vendido;14/12/2020;14/12/2020;$ 1.977.489;$ 5.000;;;;$ 1.982.489;$ 5.000;$ 5.000;;;;;;;;
385;LLH507;CITROEN;C3 1.6 AIRCROSS EXCLUSIVE;;NAFTA;2012;NEGRO;100.000;-;-;;Vendido;Vendido;;12/12/2020;$ 424.000;;$ 12.000;;;$ 436.000;$ 12.000;$ 12.000;;;;;;;;
386;PAV848;CHEVROLET;TRACKER 1.8 AWD 4X4 LTZ +;;NAFTA;2015;GRIS;85.000;-;-;;Vendido;Vendido;29/8/2020;10/12/2020;$ 860.000;;;;;$ 860.000;$ 0;$ 0;;;;;;;;
387;AA204MA;RENAULT;LOGAN 1.6 8V AUTHENTIQUE;;NAFTA;2016;BLANCO GLACIAR;97.200;-;-;;Vendido;Vendido;10/10/2020;10/12/2020;$ 283.920;$ 5.000;$ 32.460;;;$ 321.380;$ 37.460;$ 37.460;;;;;;;;
388;KSB969;RENAULT;CLIO 3P AUTHENTIQUE 1.2 PACK II;;NAFTA;2012;GRIS ETOILE;82.000;-;-;;Vendido;Vendido;27/11/2020;10/12/2020;$ 323.500;;;;$ 1.125;$ 324.625;$ 1.125;$ 1.125;;;;;;;;
389;AA059TN;FIAT; FIAT ATTRACTIVE 5P 1.4 8V;;NAFTA;2016;GRIS PLATA;21.100;-;-;;Vendido;Vendido;10/10/2021;1/12/2020;$ 381.680;$ 5.000;$ 18.000;;;$ 404.680;$ 23.000;$ 23.000;;;;;;;;
390;AC107GA;RENAULT;NUEVO SANDERO  1.6 8V DYNAMIQUE;;NAFTA;2017;ROJO VIVO;31.000;-;-;;Vendido;Vendido;10/10/2020;15/1/2021;$ 540.000;$ 5.000;;;;$ 545.000;$ 5.000;$ 5.000;;;;;;;;
391;PGJ074;RENAULT;CLIO 5PTAS CONFORT PACK SAT;;NAFTA;2015;GRIS ETOILE;15.500;-;-;;Vendido;Vendido;10/9/2020;15/1/2021;$ 337.000;$ 5.000;;;;$ 342.000;$ 5.000;$ 5.000;;;;;;;;
392;PDN927;FORD;RANGER 2.2 TDI SC 4X2 XL SAFETY;;NAFTA;2015;ROJO;101.000;-;-;;Vendido;Vendido;10/12/2020;22/2/2021;$ 1.041.040;$ 5.000;$ 8.000;;;$ 1.054.040;$ 13.000;$ 13.000;;;;;;;;
393;AC758ZQ;NISSAN;VERSA 1.6 EXCLUSIVE PURE DRIVE AUT;;NAFTA;2018;GRIS PLATA;28.000;-;-;;Vendido;Vendido;20/1/2021;23/3/2021;$ 863.200;$ 5.000;;;;$ 868.200;$ 5.000;$ 5.000;;;;;;;;
394;AE377ZC;RENAULT;NUEVO SANDERO 1.6 8V DYNAMIQUE;;NAFTA;2020;GRIS ETOILE;0;-;-;;Vendido;Vendido;20/2/2021;20/2/2021;$ 940.000;$ 5.000;$ 10.000;;;$ 955.000;$ 15.000;$ 15.000;;;;;;;;
395;AC938RV;NISSAN;SENTRA 1.8 ADVANCE MT;;NAFTA;2018;GRIS PLATA;43.500;-;-;;Vendido;Vendido;10/1/2021;26/2/2021;$ 794.560;$ 5.000;$ 12.000;;;$ 811.560;$ 17.000;$ 17.000;;;;;;;;
396;AA538GN;NISSAN;FRONTIER LE 4X2;;NAFTA;2016;GRIS PLATA;23.300;-;-;;Vendido;Vendido;10/2/2021;22/2/2021;$ 1.877.720;$ 5.000;$ 3.000;;;$ 1.885.720;$ 8.000;$ 8.000;;;;;;;;
397;PEB617;VW;UP BLACK  1,0 MPI;;NAFTA;2015;NEGRO;31.000;-;-;;Vendido;Vendido;10/1/2021;17/2/2021;$ 447.200;$ 5.000;;;;$ 452.200;$ 5.000;$ 5.000;;;;;;;;
398;AB370NS;VW;GOL TREND COMFORTLINE 1.6;;NAFTA;2017;BLANCO;80.000;-;-;;Vendido;Vendido;26/11/2020;13/2/2021;$ 749.000;;;;;$ 749.000;$ 0;$ 0;;;;;;;;
399;AC085VE;TOYOTA; ETIOS XS 1.5 6M/T;;NAFTA;2017;GRIS PLATA;55.100;-;-;;Vendido;Vendido;10/11/2020;11/2/2021;$ 655.200;$ 5.000;;;;$ 660.200;$ 5.000;$ 5.000;;;;;;;;
400;AE634DH;NISSAN;KICKS 1.6 ADVANCE CVT;;NAFTA;2021;GRIS PLOMO;0;-;-;;Vendido;Vendido;11/2/2021;11/2/2021;$ 1.977.489;$ 5.000;;;;$ 1.982.489;$ 5.000;$ 5.000;;;;;;;;
401;AE715UA;CHEVROLET;PRISMA LS JOY+;;NAFTA;2021;GRIS CLARO;0;-;-;;Vendido;Vendido;30/9/2020;2/2/2021;$ 770.000;;;;$ 23.000;$ 793.000;$ 23.000;$ 23.000;;;;;;;;
402;JBM201;CITROEN;BERLINGO MULTISPACE 1.6 SX;;NAFTA;2010;GRIS OSCURO;120.000;-;-;;Vendido;Vendido;12/12/2020;2/2/2021;$ 600.000;;$ 17.200;;;$ 617.200;$ 17.200;$ 17.200;;;;;;;;
403;PEX849;HONDA;HR-V 1.8 LX CVT ;;NAFTA;2015;GRIS CLARO;62.600;-;-;;Vendido;Vendido;10/1/2021;2/2/2021;$ 1.571.300;$ 5.000;;;;$ 1.576.300;$ 5.000;$ 5.000;;;;;;;;
404;AD518NG;RENAULT;NUEVO SANDERO STEPWAY 1.6 SL VOLCOM;;NAFTA;2019;BLANCO GLACIAR;11.000;-;-;;Vendido;Vendido;10/1/2021;2/2/2021;$ 983.840;$ 5.000;;;;$ 988.840;$ 5.000;$ 5.000;;;;;;;;
405;JZU259;NISSAN;TIIDA VISIA;;NAFTA;2011;GRIS PLATA;69.000;-;-;;Vendido;Vendido;26/10/2020;20/2/2021;$ 350.000;;;;;$ 350.000;$ 0;$ 0;;;;;;;;
406;AC358KN;HYUNDAI;TUCSON 2.0 4X4 ;;NAFTA;2018;GRIS PLATA;30.000;-;-;;Vendido;Vendido;26/2/2021;26/2/2021;$ 2.600.000;$ 5.000;;;;$ 2.605.000;$ 5.000;$ 5.000;;;;;;;;
